,Issue#,Title,Owner,Description,Labels,Reviewers,Assignees,Opened time,Closed time,Changed Files,Commits,Events,Participants,Number of Comments,Merged
1380,1752,Fix test in python 3.,nouiz,"This is related to the unpickle problem of ndarray.
",,,,2014-02-24 21:26:58,2014-02-24 21:31:09,theano/sandbox/cuda/tests/CudaNdarray_py3.pkl theano/sandbox/cuda/tests/test_type.py,9b8a8a4fdf75879af139921d525caf70fe71acf2,"abergeron closed 2014-02-24 21:30:36,abergeron reopened 2014-02-24 21:30:38,abergeron referenced 2014-02-24 21:31:09,abergeron merged 2014-02-24 21:31:09,abergeron closed 2014-02-24 21:31:09,nouiz head_ref_deleted 2014-02-24 21:33:37",abergeron nouiz,1,True
1381,1753,Fix test in py26 (travis-ci),nouiz,,,,,2014-02-25 17:21:56,2014-02-25 18:27:50,doc/tutorial/multi_cores.txt theano/sandbox/cuda/tests/test_type.py,b9ebce30c139d34176f64d9d72c0c45e3135ed15 a5d383d2c509e42218c2092cb437c8e49c792988,"nouiz referenced 2014-02-25 18:27:50,nouiz merged 2014-02-25 18:27:50,nouiz closed 2014-02-25 18:27:50,nouiz head_ref_deleted 2014-02-25 18:27:53",abergeron nouiz,2,True
1382,1754,Update to the blas ops following API change in compyte.,abergeron,,,,,2014-02-26 22:44:21,2014-02-26 22:45:49,theano/sandbox/gpuarray/blas.py,1da248eaf50c54da81e17586b9b485f9a7d6a7d2,"abergeron referenced 2014-02-26 22:45:49,abergeron merged 2014-02-26 22:45:49,abergeron closed 2014-02-26 22:45:49,abergeron head_ref_deleted 2014-02-27 17:00:47",abergeron nouiz,2,True
1383,1755,added consider_constant op,benanne,"This adds the _theano.tensor.consider_constant_ op, which causes the gradient for a given expression to be truncated to 0. It has the same functionality as the _consider_constant_ keyword argument of _theano.tensor.grad_, but it allows for more flexibility. For example, it is possible to use the same subexpression in a given expression multiple times, where the gradient is only backpropagated through some of the instances of the subexpression, but is truncated for other instances (those wrapped with the _consider_constant_ op).

I wasn't sure what module I should put this in, so I went with _theano.tensor.extra_ops_. There is also an optimization that removes the op from the graph to make sure all the right optimizations can be applied. I added a basic docstring and two tests, one that verifies correctness of gradients, and one that verifies that the op is removed from the graph by the optimization.
",,,,2014-02-27 16:30:23,2014-03-03 19:15:06,theano/tests/test_gradient.py theano/tensor/opt.py theano/compile/builders.py theano/gradient.py theano/tensor/__init__.py theano/tensor/extra_ops.py theano/tensor/tests/test_extra_ops.py,542b35a8a64c11a4595c2cfb241ff0c727eedd13 34864fab76c32a0fa66b1bfd4cc7a08f1ade8f7a be80c421d211432dec96c86c51dacb6ca41d5501 5764be527e203c498133aa8505934f6f1964cb5a,"abergeron referenced 2014-03-03 19:15:06,abergeron merged 2014-03-03 19:15:06,abergeron closed 2014-03-03 19:15:06,benanne head_ref_deleted 2014-03-04 15:57:09,goodfeli mentioned 2014-03-21 17:19:06,goodfeli subscribed 2014-03-21 17:19:06",goodfeli abergeron sisp benanne nouiz,22,True
1384,1756,Fix gpu crash and faster optimization,nouiz,"news:
- crash fix with gpuconv
- Faster optimization
  - don't loop over the graph as frequently
  - move fusion opt when the destroyhandler isn't registered and don't register it in opt that don't need it.

not news
- small doc update
- more opt profiling
- remove dead code
",,,,2014-02-27 18:58:31,2014-02-27 20:51:40,theano/sandbox/cuda/conv.cu theano/sandbox/cuda/opt.py doc/tutorial/multi_cores.txt theano/sandbox/gpuarray/opt.py theano/scan_module/scan_opt.py theano/tensor/opt.py theano/sandbox/cuda/tests/test_conv_cuda_ndarray.py theano/tensor/blas.py theano/sandbox/cuda/blas.py theano/gof/optdb.py theano/gof/__init__.py theano/gof/opt.py,be62dd9675c0d41a1231297f4f94f2572428f05e 4f8f0da5f3a046ad3e89433fd061dd494c312b74 48fcbbc924054fc53cfa3907e783ff661dd9c057 44949b00da71318a50b8f5a83879d847440c2ccb 7fd3fd68fb86cd0eb585666b280acbb33bae7393 332fa04749bd2874e330aa90050018c219e81487 c56c05d28b508d700e43bb369ab18a913dc242e0 34f23400ff5eff7c407f0388690758624399e6b6 a289ea885b617658fbc054c305badf04b0256117 bc71b36728c1ef4f8cb47611047e95b438b8b981 1c9b5d6682cef6dca4175e93860bc827ea64f7ff 597c56149b95f5c413d18b183308c5b727a06891 86d6b7d2e0f5d80bd5608a25d1d8aa8e9e742b05 f69abd94c27d1a898f24d335b14dd172de4c4d08 745b555905bc6aa2dd67dc467a28260d8f2b1bb2,"abergeron referenced 2014-02-27 20:51:40,abergeron merged 2014-02-27 20:51:40,abergeron closed 2014-02-27 20:51:40,nouiz head_ref_deleted 2014-02-27 20:55:40",abergeron nouiz,1,True
1385,1757,Add new subtensor helper make_constant and use it to fix a bug in local_subtensor_merge.,abergeron,,,,,2014-02-27 20:07:02,2014-02-27 21:38:30,theano/tensor/opt.py theano/tensor/subtensor.py theano/tensor/var.py,dfbc1334fc82a296dff049fcf69282102d6717c1,"nouiz referenced 2014-02-27 21:38:30,nouiz merged 2014-02-27 21:38:30,nouiz closed 2014-02-27 21:38:30,abergeron head_ref_deleted 2014-03-19 16:10:16",abergeron nouiz,0,True
1386,1758,Use pip --user instead of --install-option,bartvm,"I don't know if there is a specific reason that --install-option='--prefix=~/.local' is used instead of pip's --user, but it seems to break things when installing Theano without root access (both myself and Jae Hyun had this issue).
",,,,2014-03-03 16:23:17,2014-03-03 19:12:01,doc/install.txt,bcfe17cee9332399f96df06dc51613b2f7018687 2759b6605b527b1f0ebe26a6b157b175f18cf2b9,"abergeron referenced 2014-03-03 19:12:01,abergeron merged 2014-03-03 19:12:01,abergeron closed 2014-03-03 19:12:01",bartvm abergeron nouiz,4,True
1387,1759,Speed up matVecModM function.,MarcCote,"I'm using a lot of random streams like `uniform(...,nstreams=100000)` and as I increase the number of `nstreams`, the compilation time was also increasing. So, I took a look around and found the initialization part of the MRG_RandomStreams uses the `matVecModM` function a lot.

What I found is the following line will always be positive (for explanation see below), which means the if-else is wasting cpu time:
https://github.com/Theano/Theano/blob/master/theano/sandbox/rng_mrg.py#L35

I got a 2x speed up when removing the if-else. But, I though it could be faster if we could remove those two for loops. I used some numpy magic and now, on my computer it is 3.2x faster.

The reason line 35 will always produce positive number has to do with the modulo operator: `x1 % x2 == x1 - floor(x1 / x2) * x2` (http://docs.scipy.org/doc/numpy/reference/generated/numpy.mod.html) So, as long as the divider (`x2` in the example, or `m` in the `matVecModM` function) is positive (which is the case in ours), the remainder will be positive.

That being said, since we are casting the remainder as a int32, the only way `r` could be negative is if the remainder was greater than `2^31-1` before the cast, which is not the case here because `m` is either `2^31-1` or `2^31 - 21069`.
",,,,2014-03-06 18:41:30,2014-03-06 23:04:11,theano/sandbox/rng_mrg.py,a1c32985077ea403fb725ad6fa504d8fc6cebe6c,"abergeron referenced 2014-03-06 23:04:11,abergeron merged 2014-03-06 23:04:11,abergeron closed 2014-03-06 23:04:12,MarcCote head_ref_deleted 2014-03-07 16:58:06",abergeron MarcCote,1,True
1388,1760,CumsumOp on GPU,MarcCote,"CUDA implementation of the cumsum for 1D and 2D array. I didn't have time to look how to implement a generic ND version yet.

I put the code in a new file called `extra_ops.py` in the `sandbox.cuda` folder. I didn't know how/where to put the GPU version of the cumsum, so I took `sandbox.cuda.neighbors.py` as an example.

I also added some check and unit test for the CPU version of the cumsum.

Let me know if I should have use a architecture/function/variables that I wasn't aware of.
",,,,2014-03-08 03:03:33,2014-09-18 16:01:05,theano/sandbox/cuda/opt.py theano/sandbox/cuda/tests/test_extra_ops.py theano/tensor/extra_ops.py theano/sandbox/cuda/extra_ops.py theano/tensor/tests/test_extra_ops.py,e9c843bb0ca60e946c085189a6199380beadb63a a074daae96af3e45c86499574cba9ece58045e7a 584520bc4cd198321462766c872e0c6a88fc7731 db7c8b586e11788277e6c2e6fea94eb1dd2dc889 4b1eb7ae782ed24fb0a21966a3a15157824cae37 1e141e5c40bb2fb0d898456d1b5b0b6a6aa16bde 65f5d0c7f8be798e1c04dc3329140d69f37c2933 8ce2474e56db1c39e1fbcb0b8bfd4cc96ed946c8 e3156b6688230d51204c9bc1dc9d4b1d3edd5609 8fc116f93917976064b2a59498f4e83c52ab2581 e1fae722863a5abb6bac84c5f899dfa572983404 37b40abd8f61dec51ba6155f731e762aa488788c 92372b778e474291b7bfd6a956fe6ad2ba303fcd 14713c9df7f84715f576b37c8024bccd74fb174d 342399763fa2eec54cd69f719ea703aeef7b258a 771d5c27f3e156077e808fa760230fb3513fb732 79f9288ac86d6e0e59c6a12889eaedc3e6841152 3454ea2d68d3c3dd03a2ab1ef5780a940e8b0bfc 2ad369352c8de58193ced6ce106598036c80dc2a c7c2560450cd7dbda2b6fdd608bcfd2e1cb2c921 29e1eb1ecb9bb84777ca22820fb05e2df3bb16ff 108a8567738d234bfe78fa31a112ebe6d30b630f 3727eaebedad4b0ce4a94e538e6beee054ddffa6 5fa2fc577d669fd5628dc54162d8cbbaae61b458 6dbb2457f68c98caa9e31ccaaf21a0eae27cfbef d826e4da5b8d8c8d8307d19d52b19b642977f9b7 54d767c1c9c3ea1ac3f93437af09306b7c5226c7 79216c2cab0eb353b8e007d3d706f447086fe701,"nouiz mentioned 2014-03-11 16:21:44,nouiz subscribed 2014-03-11 16:21:44,nouiz mentioned 2014-03-11 17:24:12,nouiz subscribed 2014-03-11 17:24:12,abergeron mentioned 2014-03-13 00:36:25,abergeron subscribed 2014-03-13 00:36:25,MarcCote mentioned 2014-03-14 19:29:29,MarcCote subscribed 2014-03-14 19:29:29,nouiz mentioned 2014-06-23 21:06:59,nouiz subscribed 2014-06-23 21:06:59,nouiz mentioned 2014-07-29 19:59:14,nouiz subscribed 2014-07-29 19:59:14,nouiz mentioned 2014-07-30 21:49:47,nouiz subscribed 2014-07-30 21:49:47,MarcCote head_ref_force_pushed 2014-09-03 02:25:05,MarcCote head_ref_force_pushed 2014-09-16 20:23:47,abergeron mentioned 2014-09-17 13:35:06,abergeron subscribed 2014-09-17 13:35:06,MarcCote head_ref_force_pushed 2014-09-17 22:26:15,abergeron referenced 2014-09-18 16:01:04,abergeron merged 2014-09-18 16:01:04,abergeron closed 2014-09-18 16:01:05,MarcCote head_ref_deleted 2014-09-21 16:10:23",abergeron lamblin nouiz MarcCote,72,True
1389,1761,Mixed,nouiz,,,,,2014-03-10 19:50:21,2014-03-10 21:15:48,theano/gof/compilelock.py theano/sandbox/rng_mrg.py theano/tensor/type.py theano/sandbox/cuda/basic_ops.py theano/sandbox/cuda/tests/test_basic_ops.py theano/sandbox/gpuarray/elemwise.py theano/sandbox/gpuarray/tests/test_elemwise.py,a889f77c64dc4d2d2c28f702fc917d200bb74d4e 63f34e74c3a37dbf7f157c7a7ffb8d64d8537424 878b7b0b67b3d59d29aeba99b4b7fbd8619c1ff6 e924e31a1e0b7297ad4545a0058383107fa9e45a 6c337aab37736665da5a214b903e99438936ce35 f447efd0226042238b4e3a25ea9eb552cff28437,"abergeron referenced 2014-03-10 21:15:48,abergeron merged 2014-03-10 21:15:48,abergeron closed 2014-03-10 21:15:48,nouiz head_ref_deleted 2014-03-11 14:22:17",abergeron nouiz,2,True
1390,1762,Subgrad,nicholas-leonard,"A function that computes gradients for a subgraph of a symbolic theano function.
",,,,2014-03-11 18:24:35,2014-03-17 21:41:36,theano/gof/compilelock.py theano/tensor/type.py theano/compile/builders.py theano/sandbox/gpuarray/tests/test_elemwise.py theano/__init__.py doc/install.txt theano/tests/test_gradient.py theano/sandbox/cuda/opt.py theano/sandbox/cuda/tests/test_basic_ops.py theano/sandbox/cuda/tests/test_conv_cuda_ndarray.py theano/tensor/extra_ops.py theano/sandbox/gpuarray/elemwise.py theano/gof/__init__.py theano/sandbox/gpuarray/blas.py theano/sandbox/cuda/conv.cu theano/sandbox/gpuarray/opt.py doc/tutorial/multi_cores.txt theano/scan_module/scan_opt.py theano/sandbox/cuda/basic_ops.py theano/tensor/blas.py theano/gradient.py theano/sandbox/cuda/blas.py theano/gof/optdb.py doc/library/tensor/basic.txt theano/sandbox/rng_mrg.py theano/tensor/opt.py theano/tensor/subtensor.py theano/tensor/__init__.py theano/tensor/var.py theano/gof/opt.py theano/tensor/tests/test_extra_ops.py,f0bdbb7ea692e431e072373faa0b07c09730119e 7f1836c97cc9e31d6bfb142d316c383df6596dec 1b1e2ec3f6a646f31f030f2fd5a85e5d48adac54 5a21600a5477331db5920f204c51ab2ccbfa0d11 c2247cd192451fc4186109c6144cc0989c53a880 2bebfd6e6a64f394206b756c76262246985e775d f92215df6003bc7ba892b4f8d3513844a3dcb210 c1124b591b440bcee4ab4f6efca8c7dfa12fc388,"abergeron referenced 2014-03-17 21:41:36,abergeron merged 2014-03-17 21:41:36,abergeron closed 2014-03-17 21:41:36",nicholas-leonard abergeron nouiz gyom,10,True
1391,1764,Speed up random number seeding,ynd,"This PR deals with speeding up random number seeding (https://github.com/lisa-lab/pylearn2/issues/298). It's basically a faster implementation of matVecModM.
",,,,2014-03-11 20:51:58,2014-03-13 16:44:18,theano/sandbox/linalg/tests/test_linalg.py theano/sandbox/cuda/opt.py doc/tutorial/remarks.txt doc/internal/how_to_release.txt doc/tutorial/multi_cores.txt theano/sandbox/gpuarray/tests/test_blas.py theano/gof/tests/test_lazy.py doc/library/gof/fgraph.txt doc/library/tensor/basic.txt doc/library/tensor/index.txt theano/gof/sched.py doc/theano_installer_for_anaconda.bat theano/sandbox/gpuarray/type.py theano/misc/cpucount.py theano/sandbox/gpuarray/tests/test_opt.py theano/misc/doubleop.py doc/dev_start_guide.txt theano/compile/profilemode.py theano/misc/pkl_utils.py theano/gof/type.py theano/tensor/elemwise.py doc/tutorial/adding.txt theano/sandbox/cuda/tests/test_opt.py theano/misc/tests/test_gnumpy_utils.py theano/compile/sharedvalue.py doc/tutorial/adding_solution_1.py doc/crei2013/index.txt theano/gof/compiledir.py doc/tutorial/profiling.txt doc/optimizations.txt theano/sandbox/scan_module/scan_utils.py theano/compile/tests/test_debugmode.py theano/sparse/basic.py doc/crei2013/logreg_profile.txt theano/gof/tests/test_vm.py theano/tensor/utils.py theano/sandbox/cuda/tests/test_viewop.py theano/compile/tests/test_pfunc.py doc/scripts/docgen.py theano/sandbox/gpuarray/subtensor.py doc/library/compile/mode.txt doc/index.txt theano/gof/lazylinker_c.py NEWS_DEV.txt doc/cifarSC2011/introduction.txt .travis.yml theano/sandbox/cuda/tests/CudaNdarray.pkl doc/library/gof/utils.txt theano/misc/hooks/check_whitespace.py theano/sandbox/cuda/tests/test_nnet.py theano/sparse/tests/test_sp2.py doc/library/index.txt theano/configdefaults.py theano/misc/tests/__init__.py doc/crei2013/scan_poly.py theano/compat/__init__.py doc/tutorial/loop.txt theano/gof/lazylinker_c.c theano/sandbox/gpuarray/basic_ops.py theano/gof/cmodule.py bin/theano-cache theano/gof/python25.py doc/library/compile/profilemode.txt doc/install_ubuntu.txt doc/tutorial/numpy.txt theano/compile/monitormode.py theano/gof/destroyhandler.py theano/gof/tests/test_link.py doc/tutorial/loop_solution_1.py doc/tutorial/modes_solution_1.py theano/sandbox/cuda/tests/test_var.py doc/tutorial/index.txt benchmark/README theano/sandbox/gpuarray/conv.py doc/library/config.txt theano/misc/nose_pr.py theano/sandbox/cuda/cuda_ndarray.cuh doc/library/compile/debugmode.txt theano/misc/may_share_memory.py theano/compile/builders.py theano/gof/unify.py theano/misc/strutil.py theano/__init__.py theano/gof/toolbox.py theano/sandbox/cuda/GpuConvTransp3D.py theano/misc/latence_gpu_transfert.py theano/gof/tests/test_fg.py theano/sandbox/cuda/conv.cu doc/tutorial/extending_theano.txt theano/sandbox/cuda/tests/test_memory.py doc/tutorial/gpu_data_convert.txt doc/extending/extending_faq.txt doc/library/scan.txt theano/gof/null_type.py doc/library/sandbox/rng_mrg.txt doc/cifarSC2011/boot_camp_overview.txt theano/gof/fg.py doc/library/sandbox/linalg.txt theano/misc/buildbot_filter.py theano/compile/debugmode.py doc/install.txt theano/sandbox/cuda/tests/test_neighbours.py theano/sandbox/gpuarray/elemwise.py theano/sandbox/cuda/GpuConv3D.py theano/compile/__init__.py theano/gof/callcache.py theano/sandbox/cuda/elemwise.py doc/library/sandbox/index.txt theano/sandbox/scan_module/scan_op.py theano/gof/opt.py doc/NEWS.txt doc/images/theano_logo_allblue_63x21.png theano/ifelse.py theano/gof/compilelock.py doc/library/tensor/nnet/conv.txt theano/sandbox/gpuarray/tests/test_elemwise.py theano/misc/do_nightly_build theano/misc/elemwise_openmp_speedup.py doc/crei2013/advanced_theano.txt doc/library/tensor/utils.txt doc/tutorial/shape_info.txt doc/tutorial/conditions.txt theano/sparse/sandbox/sp2.py doc/cifarSC2011/pyCUDA.txt theano/misc/windows.py theano/misc/gh_api.py theano/sandbox/cuda/rng_curand.py theano/gof/tests/test_graph.py theano/compile/tests/test_module.py theano/sandbox/cuda/tests/test_blas.py theano/compile/tests/test_builders.py EMAIL.txt theano/gof/tests/test_utils.py doc/tutorial/using_gpu.txt theano/sandbox/gpuarray/kernel_codegen.py doc/glossary.txt theano/misc/check_blas.py theano/sandbox/cuda/tests/CudaNdarray_py3.pkl doc/library/tensor/nnet/nnet.txt doc/library/printing.txt theano/compile/profiling.py theano/sandbox/cuda/var.py theano/sandbox/gpuarray/tests/test_type.py theano/gof/link.py theano/sandbox/multinomial.py theano/configparser.py theano/compile/tests/test_misc.py bin/theano-nose theano/sandbox/debug.py doc/developer/index.txt theano/misc/tests/test_pycuda_example.py theano/sandbox/neighbours.py theano/gof/__init__.py theano/compat/six.py theano/sandbox/gpuarray/blas.py doc/hpcs2011_tutorial/logreg_example.py doc/sandbox/rethinkccodegen.txt doc/cifarSC2011/index.txt doc/sandbox/index2.txt theano/sandbox/linalg/kron.py theano/sandbox/cuda/type.py theano/sandbox/rng_mrg.py theano/sandbox/cuda/GpuConvGrad3D.py NEWS.txt doc/extending/inplace.txt doc/extending/other_ops.txt theano/misc/ordered_set.py theano/sandbox/cuda/tests/test_cuda_ndarray.py doc/extending/fibby.txt theano/sandbox/neighbourhoods.py doc/tutorial/loading_and_saving.txt theano/compile/function.py doc/tutorial/symbolic_graphs.txt theano/sandbox/gpuarray/nnet.py theano/sandbox/gpuarray/tests/test_basic_ops.py theano/sandbox/gpuarray/conv_full_kernel.cu theano/gof/tests/test_cmodule.py theano/gradient.py theano/sandbox/cuda/blas.py theano/misc/gnumpy_utils.py theano/tensor/tests/test_basic.py doc/developer/compat.txt theano/gof/graph.py doc/sandbox/interactive_debugger.txt theano/compile/tests/test_function_module.py doc/tutorial/profiling_example.py doc/crei2013/logreg.py doc/tutorial/python.txt doc/extending/op.txt doc/library/compile/opfromgraph.txt theano/gof/tests/test_op.py .gitignore doc/sandbox/debugging_with_stepmode.txt doc/sandbox/fg.txt doc/tutorial/faq.txt theano/compile/tests/test_shared.py doc/tutorial/extending_theano_solution_1.py doc/extending/optimization.txt doc/library/gof/type.txt theano/sandbox/cuda/kernel_codegen.py doc/tutorial/using_gpu_solution_1.py theano/compile/tests/test_modes.py theano/sandbox/cuda/tests/test_type.py theano/sandbox/linalg/__init__.py theano/sandbox/cuda/cuda_ndarray.cu theano/sandbox/cuda/neighbours.py theano/misc/do_nightly_build_send theano/compile/tests/test_inplace_opt_for_value.py theano/misc/pycuda_init.py theano/sandbox/linalg/tests/__init__.py theano/gof/cutils.py theano/sandbox/cuda/conv_kernel.cu doc/sandbox/sparse.txt theano/sandbox/linalg/tests/test_kron.py doc/extending/index.txt theano/sandbox/cuda/basic_ops.py doc/crei2013/gpundarray.txt doc/crei2013/scan_pow.py doc/extending/pipeline.txt theano/gof/tests/test_opt.py doc/library/tensor/raw_random.txt doc/library/gof/index.txt .mailmap doc/tutorial/debug_faq.txt theano/gof/cc.py theano/scan_module/scan_op.py theano/gof/tests/test_toolbox.py theano/sandbox/gpuarray/tests/test_nnet.py doc/tutorial/printing_drawing.txt doc/internal/metadocumentation.txt theano/compile/tests/test_monitormode.py doc/introduction.txt theano/sandbox/linalg/ops.py doc/tutorial/examples.txt theano/gof/tests/test_destroyhandler.py theano/sandbox/cuda/__init__.py doc/crei2013/ifelse_switch.py theano/raise_op.py doc/library/compile/function.txt theano/printing.py doc/cifarSC2011/gpundarray.txt doc/library/tensor/nnet/sigmoid_prec.png theano/sandbox/cuda/tests/test_mlp.py doc/library/tensor/extra_ops.txt theano/sandbox/gpuarray/tests/__init__.py theano/gof/tests/test_compute_test_value.py doc/tutorial/aliasing.txt theano/compat/python2x.py theano/sandbox/gpuarray/tests/test_subtensor.py theano/compile/pfunc.py doc/LICENSE.txt theano/sandbox/cuda/tests/test_tensor_op.py doc/conf.py doc/extending/ctype.txt theano/sandbox/gpuarray/opt.py theano/scan_module/scan_opt.py theano/scan_module/tests/test_scan.py theano/gof/optdb.py theano/gof/tests/test_sched.py theano/sandbox/gpuarray/conv_kernel.cu theano/sandbox/gpuarray/__init__.py doc/crei2013/introduction.txt doc/tutorial/gradients.txt doc/extending/type.txt theano/sandbox/cuda/tests/test_gradient.py theano/sandbox/cuda/tests/test_driver.py doc/acknowledgement.txt theano/sandbox/cuda/tests/walltime.py doc/install_centos6.txt theano/sparse/tests/test_basic.py theano/sandbox/gpuarray/tests/test_conv_cuda_ndarray.py theano/sandbox/cuda/nvcc_compiler.py theano/compile/ops.py theano/sandbox/scan_module/scan.py theano/gof/sandbox/equilibrium.py doc/extending/cop.txt bin/theano-test theano/sandbox/gpuarray/conv.cu doc/tutorial/profiling_example_out.txt doc/crei2013/theano.txt theano/gof/op.py theano/gof/tests/test_optdb.py theano/gof/vm.py doc/proposals/complex_gradient.txt theano/tensor/tests/test_utils.py theano/gof/tests/test_cc.py doc/tutorial/modes.txt theano/scan_module/scan.py doc/library/tensor/io.txt MANIFEST.in doc/tutorial/sparse.txt theano/sandbox/cuda/nnet.py theano/misc/elemwise_time_test.py doc/library/sandbox/neighbours.txt doc/tutorial/python-memory-management.txt HISTORY.txt setup.py theano/compile/function_module.py theano/gof/utils.py theano/compile/module.py theano/compile/mode.py theano/sandbox/cuda/tests/test_basic_ops.py theano/sandbox/cuda/tests/test_conv_cuda_ndarray.py doc/library/gof/env.txt theano/sandbox/cuda/tests/test_nvcc_compiler.py doc/extending/unittest.txt distribute_setup.py doc/library/sparse/index.txt theano/sandbox/scan.py doc/library/gof/toolbox.txt doc/cifarSC2011/theano.txt doc/library/tensor/signal/conv.txt theano/misc/pycuda_example.py,b60a5e15fc3a67b609805bca1fcde6eae29dab40 5c89596df9e5d8ecafa7d4c0aa8f0f4eb393cd57 96cdd828b664c6a0d8cba954c46ae1a2a471796d 93c3a7f05187f3b2a8f3e6e8f49db110b46b826d,"ynd mentioned 2014-03-13 02:47:06,ynd subscribed 2014-03-13 02:47:06,MarcCote mentioned 2014-03-13 13:23:21,MarcCote subscribed 2014-03-13 13:23:21,abergeron closed 2014-03-13 16:44:18,MarcCote mentioned 2014-03-14 04:24:38,MarcCote subscribed 2014-03-14 04:24:38",abergeron ynd nouiz MarcCote,11,False
